,year,workstat,age,divorce,widowed,educ,Total no of Children,income,region convert,attend convert,owngun convert,tvhours converted,vhappy,mothfath16,black,female,blackfemale,occattend,regattend,unem10,happy
3363,1996,8,32,2,0,12,2,6,0,0,0,2,0,0,0,0,0,0,0,2,1
3364,1996,8,60,0,0,14,1,6,0,1,1,-1,1,0,0,0,0,0,0,0,1
3365,1996,8,24,1,0,13,0,3,0,2,0,2,0,0,1,0,0,1,0,2,0
3366,1996,4,50,0,0,12,0,4,0,1,0,-1,1,1,0,0,0,0,0,0,1
3367,1996,8,17,0,0,12,2,6,0,4,1,2,0,1,1,0,0,1,0,2,0
3368,1996,8,35,0,0,12,0,6,0,5,0,1,1,0,0,0,0,0,0,2,1
3369,1996,4,35,2,0,12,0,1,0,2,2,6,1,1,1,0,0,1,0,0,1
3370,1996,8,51,0,0,16,1,6,0,5,2,2,0,0,1,0,0,0,0,1,1
3371,1996,9,66,0,0,16,2,6,0,6,1,2,0,1,1,1,1,0,1,2,1
3372,1996,6,36,1,0,14,2,6,0,3,2,4,0,1,1,0,0,1,0,0,1
3373,1996,8,52,2,0,14,1,6,0,3,1,5,0,1,1,1,1,1,0,2,1
3374,1996,1,28,1,0,10,0,7,0,5,0,-1,0,1,1,1,1,0,0,0,1
3375,1996,8,36,0,0,14,4,3,0,4,0,1,0,0,1,1,1,1,0,2,1
3376,1996,8,32,2,0,12,0,4,0,6,0,-1,0,0,1,1,1,0,1,0,1
3377,1996,7,40,2,0,9,0,1,0,2,0,-1,0,1,1,0,0,1,0,1,0
3378,1996,1,30,1,0,11,0,3,0,5,1,-1,1,1,1,1,1,0,0,0,1
3379,1996,8,54,2,0,16,0,6,0,5,2,2,0,0,1,1,1,0,0,1,1
3380,1996,1,28,1,0,9,0,1,0,4,2,3,0,1,1,1,1,1,0,0,0
3381,1996,8,51,0,0,16,0,6,5,1,2,3,1,1,0,0,0,0,0,1,1
3382,1996,8,45,1,0,16,0,6,5,1,2,1,0,1,0,0,0,0,0,0,1
3383,1996,8,35,2,0,13,2,4,5,5,0,-1,0,0,1,1,1,0,0,1,0
3384,1996,1,39,2,0,12,1,3,5,2,0,-1,0,1,1,1,1,1,0,1,0
3385,1996,8,22,2,0,12,0,4,5,99,2,3,0,0,1,1,1,NA,NA,1,1
3386,1996,5,0,2,0,10,1,1,5,0,0,-1,0,0,1,1,1,0,0,1,0
3387,1996,8,55,0,0,16,5,5,5,6,0,2,0,1,0,1,0,0,1,2,1
3388,1996,7,39,0,0,10,3,6,5,5,2,2,0,0,0,0,0,0,0,0,1
3389,1996,8,30,0,0,12,2,6,5,5,2,2,0,1,0,0,0,0,0,0,1
3390,1996,8,48,0,0,12,2,6,5,1,0,-1,0,1,0,1,0,0,0,0,1
3391,1996,8,32,1,0,16,0,6,5,1,1,-1,0,1,0,0,0,0,0,0,1
3392,1996,9,54,0,0,14,3,6,5,1,2,1,0,1,0,1,0,0,0,0,1
3393,1996,8,51,2,0,13,0,7,5,0,0,-1,1,0,0,0,0,0,0,1,1
3394,1996,8,54,1,0,18,0,6,5,2,1,2,0,1,0,0,0,1,0,2,1
3395,1996,4,65,2,0,15,0,6,5,5,0,-1,1,0,0,0,0,0,0,0,1
3396,1996,9,27,2,0,15,1,7,5,5,0,2,0,1,0,0,0,0,0,2,1
3397,1996,8,69,0,0,17,1,6,5,0,2,3,1,1,0,1,0,0,0,0,1
3398,1996,8,48,0,0,16,1,6,5,5,0,3,0,1,0,0,0,0,1,2,1
3399,1996,4,69,0,0,16,0,6,5,1,1,3,1,1,0,0,0,0,0,2,1
3400,1996,8,47,1,0,16,2,6,5,1,2,2,0,1,0,0,0,0,0,0,1
3401,1996,4,43,0,0,12,0,6,5,5,1,-1,1,1,0,0,0,0,0,0,1
3402,1996,9,31,2,0,13,1,6,5,2,2,0,0,0,0,1,0,1,0,0,1
3403,1996,6,60,2,0,10,0,2,5,3,1,3,0,0,0,0,0,1,0,2,1
3404,1996,7,29,0,0,14,3,7,5,2,2,2,0,0,0,0,0,1,0,2,0
3405,1996,8,45,0,0,13,2,6,5,99,0,2,0,1,0,0,0,NA,NA,2,1
3406,1996,8,30,2,0,11,1,3,5,1,0,-1,0,0,0,1,0,0,0,1,1
3407,1996,7,44,0,0,12,1,3,5,4,2,3,0,0,0,1,0,1,0,1,1
3408,1996,6,36,2,0,12,2,3,5,2,2,4,0,1,0,1,0,1,0,0,1
3409,1996,9,35,2,0,15,0,6,5,5,1,2,0,1,0,0,0,0,0,2,1
3410,1996,8,22,2,0,15,1,6,5,1,2,4,0,0,1,1,1,0,0,0,1
3411,1996,1,30,1,0,10,1,3,5,5,2,2,0,0,0,0,0,0,0,1,1
3412,1996,6,26,2,0,15,0,3,5,0,0,-1,0,1,0,0,0,0,0,1,1
3413,1996,6,29,0,0,12,1,6,5,1,1,4,1,1,0,1,0,0,0,2,1
3414,1996,1,0,2,0,5,1,1,5,0,2,10,0,0,0,1,0,0,0,0,1
3415,1996,9,34,2,0,13,1,1,5,5,0,-1,0,1,0,1,0,0,1,1,0
3416,1996,8,64,0,0,20,0,4,5,1,1,-1,1,0,1,0,0,0,0,1,1
3417,1996,8,36,2,0,14,2,6,5,1,2,1,0,1,0,0,0,0,0,0,1
3418,1996,8,46,2,0,11,4,6,5,1,2,2,1,1,0,1,0,0,0,1,1
3419,1996,3,30,0,0,10,1,2,5,0,0,-1,1,0,0,0,0,0,0,1,1
3420,1996,1,51,2,0,12,0,4,5,2,0,-1,0,1,0,1,0,1,0,1,1
3421,1996,8,51,2,0,14,1,6,5,0,0,1,0,1,0,1,0,0,0,2,0
3422,1996,1,64,1,0,18,0,6,5,0,2,4,0,1,0,1,0,0,0,1,1
3423,1996,8,44,2,0,17,0,6,5,4,2,0,0,1,0,0,0,1,0,1,1
3424,1996,8,25,2,0,19,0,6,5,5,2,0,1,1,0,1,0,0,0,1,1
3425,1996,8,51,2,0,17,0,6,5,1,0,2,0,1,0,0,0,0,0,2,0
3426,1996,6,39,2,0,11,0,6,5,2,1,-1,0,1,0,0,0,1,0,0,0
3427,1996,3,64,0,0,12,1,2,5,5,2,2,0,1,0,0,0,0,0,1,1
3428,1996,4,44,0,1,11,0,7,5,5,0,-1,1,0,0,0,0,0,0,0,1
3429,1996,8,65,2,0,13,0,6,5,3,2,2,0,1,0,1,0,1,0,1,1
3430,1996,8,42,2,0,99,0,7,5,99,2,-1,0,NA,0,1,0,NA,NA,2,1
3431,1996,8,66,0,0,16,0,6,5,1,1,-1,0,1,0,1,0,0,0,0,1
3432,1996,8,56,2,0,17,2,6,5,5,1,0,0,1,0,0,0,0,1,2,1
3433,1996,8,36,2,0,11,0,7,5,4,1,3,0,1,0,1,0,1,0,2,1
3434,1996,8,22,2,0,12,0,4,5,0,0,3,0,1,0,0,0,0,0,2,1
3435,1996,9,42,2,0,14,0,6,5,0,0,4,0,0,0,1,0,0,0,2,0
3436,1996,8,22,0,0,15,0,6,5,5,2,3,1,1,0,0,0,0,1,0,1
3437,1996,1,0,0,1,0,0,6,5,1,0,4,1,1,0,1,0,0,0,2,1
3438,1996,4,74,2,0,17,0,7,5,2,2,4,1,1,0,0,0,1,0,0,1
3439,1996,8,64,0,0,16,0,6,5,3,0,1,0,1,0,0,0,1,0,2,1
3440,1996,1,60,0,0,18,1,6,5,2,0,-1,0,1,0,1,0,1,0,0,1
3441,1996,8,74,2,0,14,1,6,5,5,0,3,0,1,0,1,0,0,0,2,0
3442,1996,8,47,0,0,14,2,6,5,2,2,1,0,1,0,1,0,1,0,0,1
3443,1996,1,41,0,0,13,0,7,5,5,1,-1,1,1,0,1,0,0,0,0,1
3444,1996,8,52,0,0,14,2,6,5,0,0,-1,1,1,0,1,0,0,0,1,1
3445,1996,8,57,0,0,12,3,7,5,3,1,1,0,1,0,1,0,1,0,2,1
3446,1996,1,27,0,0,12,3,6,5,4,0,5,1,1,0,1,0,1,0,2,1
3447,1996,6,52,2,0,16,0,6,5,5,1,-1,1,1,0,0,0,0,0,2,1
3448,1996,4,47,2,0,13,0,7,5,5,0,-1,1,1,0,0,0,0,0,0,1
3449,1996,1,41,0,0,14,0,6,5,5,0,2,0,1,0,0,0,0,1,2,0
3450,1996,9,45,1,0,14,1,4,5,99,2,2,0,1,0,0,0,NA,NA,0,1
3451,1996,4,45,1,0,12,0,6,5,1,1,-1,1,1,0,0,0,0,0,0,1
3452,1996,8,30,1,0,12,2,6,5,0,1,0,0,1,0,0,0,0,0,2,1
3453,1996,8,24,2,0,16,1,6,5,1,1,2,0,1,0,0,0,0,0,2,1
3454,1996,8,42,0,0,5,0,6,5,2,1,-1,0,0,0,0,0,1,0,0,1
3455,1996,4,41,0,0,10,0,3,5,5,2,3,1,1,0,1,0,0,0,0,1
3456,1996,4,40,0,1,10,0,7,5,0,2,2,0,1,0,0,0,0,0,0,1
3457,1996,9,28,1,0,12,0,4,5,4,2,1,0,0,0,1,0,1,0,0,1
3458,1996,4,47,2,0,13,0,5,2,5,0,2,0,0,0,0,0,0,0,2,1
3459,1996,3,39,2,0,13,2,6,2,0,0,3,0,0,0,1,0,0,0,2,1
3460,1996,8,74,2,0,20,0,3,2,0,0,-1,1,1,0,1,0,0,0,0,1
3461,1996,8,40,0,0,14,1,6,2,2,2,4,1,1,0,0,0,1,0,1,1
3462,1996,8,32,0,0,16,0,6,2,5,2,3,1,0,1,1,1,0,0,0,1
3463,1996,8,69,2,0,14,0,6,2,2,0,5,0,1,1,1,1,1,0,2,1
3464,1996,8,64,2,0,20,0,6,2,4,0,-1,0,0,1,1,1,1,0,0,0
3465,1996,1,17,2,0,13,0,1,2,6,0,3,1,1,1,0,0,0,1,2,1
3466,1996,5,0,2,0,11,1,2,2,5,2,4,0,0,1,1,1,0,0,0,1
3467,1996,4,28,2,0,10,0,3,2,1,2,5,0,0,0,0,0,0,0,0,0
3468,1996,4,54,0,0,14,0,4,2,2,0,-1,0,1,0,0,0,1,0,0,0
3469,1996,4,60,0,0,13,0,7,2,2,0,-1,0,1,0,1,0,1,0,0,1
3470,1996,4,51,0,0,12,0,2,2,4,2,4,0,1,0,1,0,1,0,0,1
3471,1996,4,34,0,0,6,0,7,2,5,0,4,0,0,1,1,1,0,0,2,0
3472,1996,4,28,2,0,8,0,2,2,4,0,-1,0,1,0,1,0,1,0,1,1
3473,1996,4,69,0,0,17,0,2,2,1,0,2,0,0,0,1,0,0,0,2,1
3474,1996,4,31,1,0,5,0,2,2,0,0,18,0,1,0,1,0,0,0,2,0
3475,1996,8,47,2,0,10,1,7,6,4,2,4,0,1,1,1,1,1,0,0,1
3476,1996,8,40,2,0,12,1,3,6,2,0,-1,0,0,1,1,1,1,0,0,0
3477,1996,8,41,2,0,13,1,6,6,5,0,8,0,0,1,1,1,0,1,2,1
3478,1996,8,22,2,0,12,0,7,6,3,2,6,0,0,1,1,1,1,0,0,1
3479,1996,3,51,1,0,12,0,4,6,1,2,4,0,0,1,1,1,0,0,1,1
3480,1996,9,32,2,0,9,0,7,6,6,0,1,0,0,1,1,1,0,1,2,0
3481,1996,6,41,1,0,13,4,6,2,0,2,6,1,0,0,0,0,0,0,1,1
3482,1996,8,46,0,0,16,0,6,2,2,0,-1,1,1,0,1,0,1,0,0,1
3483,1996,9,51,1,0,12,2,6,2,5,0,2,1,0,0,1,0,0,0,2,1
3484,1996,7,24,2,0,12,0,6,2,0,0,2,0,1,0,0,0,0,0,2,1
3485,1996,8,48,1,0,12,1,6,2,1,2,2,0,1,1,0,0,0,0,0,1
3486,1996,9,68,0,0,17,1,6,2,2,0,1,1,1,0,1,0,1,0,2,1
3487,1996,6,64,0,0,16,1,6,2,5,0,-1,1,1,0,1,0,0,0,0,1
3488,1996,9,28,0,0,12,0,6,2,5,2,3,1,0,0,0,0,0,0,0,1
3489,1996,1,35,0,0,12,0,3,2,5,0,1,0,1,0,1,0,0,0,2,0
3490,1996,4,64,0,0,16,0,6,2,3,0,-1,1,1,0,0,0,1,0,0,1
3491,1996,4,43,2,0,12,0,3,2,5,2,4,1,1,0,1,0,0,0,0,1
3492,1996,1,51,0,0,12,0,6,2,0,0,-1,0,1,0,1,0,0,0,0,1
3493,1996,8,33,0,0,16,0,6,2,1,0,3,0,0,0,1,0,0,0,2,1
3494,1996,8,42,2,1,12,0,6,2,2,0,2,0,0,0,1,0,1,0,2,1
3495,1996,1,0,0,0,10,0,3,2,0,0,4,0,0,0,1,0,0,0,2,1
3496,1996,7,31,2,0,12,0,2,2,1,0,-1,0,1,0,0,0,0,0,1,0
3497,1996,8,73,0,0,20,0,6,2,1,2,1,1,0,0,0,0,0,0,0,1
3498,1996,4,51,0,0,10,0,4,2,2,2,6,0,1,0,1,0,1,0,0,1
3499,1996,8,64,2,0,16,0,6,2,2,2,3,0,1,0,0,0,1,0,0,0
3500,1996,8,32,0,0,14,4,6,2,5,0,1,0,1,0,1,0,0,0,2,1
3501,1996,8,44,2,0,12,0,5,2,0,2,6,0,1,0,0,0,0,0,0,0
3502,1996,6,30,2,0,8,2,5,2,4,1,1,0,0,0,0,0,1,0,2,1
3503,1996,1,44,2,0,16,0,6,2,1,0,-1,1,1,0,1,0,0,0,1,1
3504,1996,1,35,0,1,9,0,6,2,2,0,-1,0,0,0,1,0,1,0,0,1
3505,1996,9,22,0,0,7,0,4,2,2,1,-1,0,1,0,1,0,1,0,0,1
3506,1996,8,55,0,0,16,0,6,2,5,0,-1,1,1,0,1,0,0,0,0,1
3507,1996,8,48,1,0,12,0,6,2,2,2,2,1,1,0,1,0,1,0,0,1
3508,1996,1,64,0,0,16,4,6,2,5,0,-1,1,1,0,1,0,0,1,0,1
3509,1996,8,51,0,0,16,2,6,2,5,1,1,0,1,0,0,0,0,0,2,1
3510,1996,8,61,1,0,19,0,6,2,5,2,1,1,1,0,0,0,0,0,0,1
3511,1996,8,64,0,0,17,2,6,2,5,1,3,0,1,0,1,0,0,0,2,1
3512,1996,5,22,2,0,14,0,6,2,1,2,2,0,1,0,0,0,0,0,0,1
3513,1996,5,25,2,0,14,0,6,2,4,0,0,0,1,0,1,0,1,0,2,0
3514,1996,9,74,0,0,20,2,6,2,1,2,12,1,1,0,1,0,0,0,0,1
3515,1996,8,50,2,0,14,0,6,2,4,0,-1,0,1,0,1,0,1,0,0,1
3516,1996,1,65,0,0,16,2,6,2,2,0,-1,0,1,0,1,0,1,0,0,1
3517,1996,8,43,1,1,14,0,6,2,4,0,2,0,1,0,0,0,1,0,2,1
3518,1996,8,57,0,0,18,0,6,2,3,0,1,0,1,0,1,0,1,0,2,1
3519,1996,5,52,2,0,14,2,5,2,1,2,0,0,1,0,1,0,0,0,1,0
3520,1996,8,32,0,0,17,0,6,2,1,2,1,0,1,0,1,0,0,0,0,1
3521,1996,1,0,2,0,11,2,1,0,4,0,18,0,0,1,1,1,1,0,2,0
3522,1996,4,42,2,0,12,0,7,0,5,2,5,0,1,0,1,0,0,0,0,1
3523,1996,4,20,0,0,4,0,2,0,6,0,-1,1,0,1,1,1,0,1,0,1
3524,1996,4,34,0,0,11,0,3,0,4,0,-1,1,1,1,1,1,1,0,0,1
3525,1996,4,43,2,1,14,0,5,0,5,0,-1,1,1,1,1,1,0,0,0,1
3526,1996,4,28,0,0,11,0,2,0,5,0,9,0,0,1,1,1,0,1,2,1
3527,1996,8,43,2,1,15,0,4,0,5,0,4,0,0,1,1,1,0,0,2,1
3528,1996,1,24,2,0,12,5,7,0,1,2,3,1,1,1,1,1,0,0,1,1
3529,1996,1,30,1,0,12,2,7,0,4,2,6,0,0,1,1,1,1,0,1,1
3530,1996,4,32,1,0,8,0,7,0,5,2,10,1,0,1,0,0,0,0,0,1
3531,1996,3,33,0,0,11,0,2,0,3,1,-1,0,1,1,1,1,1,0,1,1
3532,1996,8,34,2,0,10,1,3,0,0,0,-1,0,0,1,0,0,0,0,1,1
3533,1996,1,29,0,0,5,2,3,0,2,1,-1,0,1,0,1,0,1,0,1,1
3534,1996,8,36,2,0,14,0,6,0,4,0,3,0,1,1,0,0,1,0,2,1
3535,1996,8,51,0,0,12,0,6,0,0,2,2,0,1,0,0,0,0,0,0,1
3536,1996,1,49,0,1,14,0,6,0,5,1,2,0,1,0,1,0,0,0,2,1
3537,1996,4,43,2,0,12,0,4,0,4,0,2,0,0,0,1,0,1,0,2,1
3538,1996,8,45,0,0,13,0,6,0,3,2,1,0,1,0,1,0,1,0,1,1
3539,1996,8,62,2,0,16,0,6,0,5,2,1,0,1,0,1,0,0,0,0,1
3540,1996,8,27,0,0,12,2,6,0,1,1,-1,0,0,0,1,0,0,0,1,1
3541,1996,8,65,0,0,16,2,6,0,5,1,4,0,1,0,0,0,0,0,2,1
3542,1996,8,43,0,0,13,3,6,0,4,0,1,1,1,0,0,0,1,0,2,1
3543,1996,8,32,1,0,16,0,6,0,0,0,-1,0,1,0,1,0,0,0,0,1
3544,1996,8,74,0,0,20,0,6,0,5,0,-1,1,0,0,0,0,0,0,0,1
3545,1996,8,47,1,0,20,2,6,0,5,2,2,0,1,0,0,0,0,1,0,1
3546,1996,8,74,0,0,20,0,6,0,2,0,11,0,1,0,0,0,1,0,2,1
3547,1996,8,51,0,0,18,2,6,0,2,2,3,0,1,0,0,0,1,0,1,1
3548,1996,9,32,0,0,14,0,6,0,2,0,2,1,1,0,0,0,1,0,2,1
3549,1996,8,51,0,0,16,0,6,0,2,1,-1,0,1,0,0,0,1,0,0,1
3550,1996,9,86,2,0,20,1,6,0,1,2,1,0,0,0,1,0,0,0,0,0
3551,1996,8,33,2,0,16,0,6,0,1,2,4,0,1,0,1,0,0,0,0,1
3552,1996,8,47,1,0,12,0,6,0,1,0,1,1,1,0,1,0,0,0,2,1
3553,1996,4,46,0,0,14,0,3,0,2,2,2,1,0,0,1,0,1,0,0,1
3554,1996,8,28,0,0,10,2,6,0,2,0,2,0,0,0,1,0,1,0,2,1
3555,1996,9,36,2,0,14,0,3,0,0,0,-1,0,1,0,1,0,0,0,0,1
3556,1996,8,0,2,0,14,0,7,0,2,0,-1,0,1,0,1,0,1,0,0,1
3557,1996,3,51,2,1,12,3,4,0,1,0,1,0,1,0,1,0,0,0,2,1
3558,1996,1,30,2,0,12,2,7,0,1,2,1,0,0,0,0,0,0,0,1,1
3559,1996,8,24,2,0,15,0,3,8,6,2,3,0,1,0,1,0,0,1,1,1
3560,1996,8,45,1,0,18,5,6,8,5,0,-1,1,1,0,0,0,0,1,1,1
3561,1996,8,68,0,0,12,0,6,8,1,0,-1,1,1,0,1,0,0,0,0,1
3562,1996,8,32,2,0,18,0,5,8,2,2,4,0,1,0,0,0,1,0,0,1
3563,1996,8,64,2,0,18,0,6,8,2,1,1,0,1,0,1,0,1,0,2,1
3564,1996,7,32,2,0,13,0,3,8,1,0,-1,1,1,0,0,0,0,0,1,1
3565,1996,8,44,2,0,15,0,7,8,4,2,1,0,1,0,1,0,1,0,0,1
3566,1996,9,45,2,0,19,1,6,8,2,0,-1,0,1,0,1,0,1,0,0,1
3567,1996,1,35,0,0,12,2,4,8,3,0,6,1,1,0,1,0,1,0,2,1
3568,1996,5,34,2,0,16,0,7,8,1,2,1,1,1,0,0,0,0,0,0,1
3569,1996,8,42,2,0,13,1,3,8,3,0,-1,0,0,0,0,0,1,0,1,0
3570,1996,8,51,2,0,14,0,5,8,4,1,1,0,1,0,0,0,1,0,2,1
3571,1996,8,51,0,0,13,4,6,8,6,1,1,1,1,0,1,0,0,1,2,1
3572,1996,8,51,2,0,12,0,2,8,0,0,-1,0,0,1,0,0,0,0,1,0
3573,1996,8,47,2,0,16,0,6,8,4,0,2,0,1,1,0,0,1,0,2,1
3574,1996,9,69,2,0,16,0,7,8,5,1,-1,1,1,0,0,0,0,0,1,1
3575,1996,8,40,2,0,14,0,6,8,0,2,3,0,1,0,0,0,0,0,1,1
3576,1996,5,66,1,0,16,0,6,8,5,2,0,1,1,0,1,0,0,0,1,1
3577,1996,8,52,0,0,11,0,7,8,0,1,3,1,1,0,1,0,0,0,2,1
3578,1996,8,32,2,0,16,0,6,8,1,1,-1,0,1,0,0,0,0,0,1,1
3579,1996,3,57,2,0,16,0,3,8,0,0,-1,0,0,0,1,0,0,0,0,0
3580,1996,8,41,2,0,13,0,6,6,6,2,4,0,0,1,1,1,0,1,0,1
3581,1996,8,65,1,0,18,2,6,6,0,0,4,1,1,1,0,0,0,0,2,1
3582,1996,8,74,2,0,18,0,6,6,5,0,-1,0,0,1,1,1,0,0,0,1
3583,1996,8,51,2,0,16,0,6,6,5,0,5,0,0,1,1,1,0,0,2,1
3584,1996,9,57,0,0,16,3,6,6,3,0,-1,0,0,1,1,1,1,0,1,1
3585,1996,8,74,2,0,20,0,6,6,3,0,-1,0,1,0,1,0,1,0,0,0
3586,1996,8,46,2,0,16,0,4,6,3,0,1,0,1,1,1,1,1,0,2,0
3587,1996,8,74,0,0,17,0,6,6,0,1,3,1,1,0,0,0,0,0,2,1
3588,1996,8,61,2,0,18,0,6,6,3,2,4,0,0,1,0,0,1,0,1,0
3589,1996,5,46,0,0,15,0,6,6,5,0,-1,0,0,0,1,0,0,0,1,1
3590,1996,8,73,0,0,17,3,6,6,1,0,0,0,1,0,1,0,0,0,2,1
3591,1996,9,51,2,0,15,2,6,6,2,2,4,0,0,1,0,0,1,0,0,1
3592,1996,3,36,2,0,12,1,6,6,2,2,3,0,0,1,0,0,1,0,0,0
3593,1996,8,46,2,0,9,1,6,6,2,0,-1,0,0,1,1,1,1,0,0,1
3594,1996,8,69,0,0,20,1,6,6,5,2,-1,0,1,1,1,1,0,0,0,1
3595,1996,8,52,2,0,16,2,6,6,4,0,3,0,0,1,1,1,1,0,2,0
3596,1996,9,74,2,0,17,0,6,6,3,2,1,0,1,0,0,0,1,0,0,1
3597,1996,4,51,0,0,20,0,6,6,1,2,2,1,0,0,0,0,0,0,0,1
3598,1996,8,39,2,0,18,0,7,6,1,0,-1,0,1,0,1,0,0,0,1,1
3599,1996,8,34,2,0,16,0,7,6,1,0,-1,0,0,1,1,1,0,0,1,0
3600,1996,7,51,2,0,12,0,3,6,4,0,1,0,1,0,1,0,1,0,2,1
3601,1996,8,39,2,0,14,1,4,6,5,0,2,0,1,0,1,0,0,0,2,1
3602,1996,7,51,2,0,16,0,6,6,1,2,4,0,1,0,1,0,0,0,0,0
3603,1996,8,61,0,0,18,0,6,6,1,0,-1,0,1,0,0,0,0,0,0,1
3604,1996,4,66,0,0,18,0,2,6,5,0,5,1,1,0,1,0,0,0,2,1
3605,1996,4,39,0,0,12,0,3,6,3,2,6,0,1,0,1,0,1,0,0,1
3606,1996,4,25,2,0,8,0,2,6,1,0,6,0,0,0,1,0,0,0,2,0
3607,1996,4,0,2,0,7,0,3,6,5,0,14,0,1,0,1,0,0,0,2,0
3608,1996,1,44,1,0,11,5,6,6,5,0,-1,0,1,0,1,0,0,1,1,1
3609,1996,7,34,0,0,18,2,6,6,1,0,1,0,1,0,0,0,0,0,2,1
3610,1996,8,32,0,0,15,0,6,6,1,2,1,1,0,0,1,0,0,0,1,1
3611,1996,8,73,0,0,18,0,6,6,5,0,-1,0,1,0,0,0,0,1,1,1
3612,1996,8,69,2,0,17,0,3,6,0,0,-1,1,0,0,0,0,0,0,0,1
3613,1996,8,31,2,0,12,5,6,6,3,0,-1,0,0,1,1,1,1,0,1,1
3614,1996,7,51,0,0,20,0,6,6,1,1,-1,0,1,0,1,0,0,0,1,1
3615,1996,8,51,0,0,18,0,6,6,4,2,3,0,1,0,1,0,1,0,0,0
3616,1996,8,34,2,0,16,0,5,6,5,0,3,0,1,0,0,0,0,0,2,1
3617,1996,8,43,0,0,12,0,6,6,2,2,4,0,1,0,1,0,1,0,0,1
3618,1996,8,61,2,0,16,0,6,6,5,1,-1,1,1,0,0,0,0,0,0,1
3619,1996,8,40,2,0,13,3,7,6,5,2,0,0,1,0,0,0,0,0,0,1
3620,1996,8,44,0,0,16,0,6,8,3,2,2,1,1,0,1,0,1,0,0,1
3621,1996,4,35,2,0,18,0,7,8,3,2,10,0,1,0,0,0,1,0,1,1
3622,1996,9,32,2,0,13,1,4,8,3,2,0,0,0,0,1,0,1,0,1,1
3623,1996,8,25,2,0,11,0,4,8,3,1,4,0,0,0,1,0,1,0,2,1
3624,1996,8,42,2,0,12,0,6,8,1,0,-1,0,1,0,0,0,0,0,0,0
3625,1996,8,71,0,0,16,0,6,8,5,0,-1,1,1,0,0,0,0,0,0,1
3626,1996,8,47,0,0,16,0,6,8,5,2,2,0,1,0,1,0,0,0,1,1
3627,1996,4,51,1,0,20,0,6,8,1,2,4,1,1,0,0,0,0,0,0,1
3628,1996,8,51,0,0,17,0,6,8,3,0,2,0,1,0,0,0,1,0,2,1
3629,1996,8,32,1,0,14,0,7,8,2,1,2,0,1,0,0,0,1,0,2,1
3630,1996,4,73,2,0,20,0,6,8,99,0,3,1,1,0,0,0,NA,NA,2,1
3631,1996,8,23,0,0,12,2,6,8,1,0,2,0,1,0,1,0,0,0,2,1
3632,1996,8,48,0,0,12,2,6,8,1,1,-1,0,1,0,1,0,0,0,0,1
3633,1996,8,32,0,0,17,0,6,8,1,0,-1,1,1,0,0,0,0,0,0,1
3634,1996,1,32,1,0,12,1,6,8,4,1,-1,0,1,1,1,1,1,0,1,1
3635,1996,7,24,2,0,12,0,7,8,4,2,3,0,1,0,1,0,1,0,1,1
3636,1996,1,22,0,0,5,1,5,8,5,0,8,1,0,1,1,1,0,0,2,1
3637,1996,5,0,2,0,10,1,7,8,3,0,-1,0,0,1,0,0,1,0,1,1
3638,1996,8,42,2,1,15,0,6,8,5,1,3,0,0,1,1,1,0,1,2,1
3639,1996,8,53,2,0,13,0,6,8,2,1,7,0,1,1,0,0,1,0,2,1
3640,1996,8,42,0,0,14,1,6,8,5,2,2,1,1,1,0,0,0,1,1,1
3641,1996,8,51,0,0,16,2,6,8,99,1,4,1,1,0,0,0,NA,NA,2,1
3642,1996,8,60,1,0,13,0,6,8,0,2,12,1,1,0,1,0,0,0,1,1
3643,1996,8,64,0,0,20,0,6,8,1,1,1,1,1,0,1,0,0,0,2,1
3644,1996,8,57,0,0,19,2,6,8,99,1,-1,0,1,1,1,1,NA,NA,0,1
3645,1996,1,43,0,0,12,0,7,8,99,2,3,1,1,0,1,0,NA,NA,0,1
3646,1996,8,64,0,0,17,0,6,8,2,2,2,0,1,0,0,0,1,0,0,1
3647,1996,8,30,2,0,13,2,7,8,99,1,-1,0,1,0,0,0,NA,NA,0,1
3648,1996,8,64,1,0,16,1,6,8,99,1,2,1,1,0,0,0,NA,NA,2,1
3649,1996,8,42,2,0,16,1,5,8,5,1,-1,0,1,0,1,0,0,0,0,1
3650,1996,4,51,0,0,12,0,7,8,4,1,4,0,1,0,1,0,1,0,2,1
3651,1996,4,29,0,0,12,0,7,8,6,0,7,0,0,0,1,0,0,1,2,1
3652,1996,4,46,0,0,10,0,7,8,0,1,-1,1,1,0,1,0,0,0,0,1
3653,1996,4,64,0,0,14,0,7,8,5,2,1,0,1,0,1,0,0,0,0,1
3654,1996,3,32,1,0,10,0,2,4,0,0,8,0,0,1,1,1,0,0,2,1
3655,1996,1,44,2,0,13,0,7,4,0,2,14,0,0,0,0,0,0,0,0,1
3656,1996,8,34,2,0,16,0,6,4,0,2,3,0,0,0,1,0,0,0,0,0
3657,1996,9,29,2,0,12,0,7,4,1,1,4,0,0,0,1,0,0,0,2,1
3658,1996,9,66,1,0,16,2,6,4,5,2,1,0,1,0,1,0,0,0,1,1
3659,1996,6,59,0,0,14,0,6,4,1,2,2,1,1,0,1,0,0,0,0,1
3660,1996,8,73,0,0,17,1,6,4,1,0,2,0,1,0,0,0,0,0,2,1
3661,1996,8,47,2,0,13,0,7,4,5,1,5,0,1,0,1,0,0,0,2,0
